Age,Income,LoanAmount,LoanTerm,CreditScore,EmploymentYears,ExistingLoans,Dependents,Education,SelfEmployed,PropertyArea,MaritalStatus,DebtToIncomeRatio,Loan_Approved
53,25252.0,234700.0,60,530.0,9.7,2,3.0,Graduate,No,Rural,Single,1.859,0
25,69674.0,166164.0,36,674.0,0.2,2,2.0,Graduate,No,Semiurban,Married,0.795,0
39,20910.0,202191.0,180,760.0,0.8,0,2.0,Graduate,No,Rural,Single,0.645,0
24,41408.0,162596.0,360,697.0,2.7,2,0.0,Not Graduate,No,Semiurban,Single,0.131,1
55,96723.0,111091.0,84,867.0,3.3,1,1.0,Graduate,No,Semiurban,Married,0.164,1
37,92588.0,278671.0,60,702.0,1.5,0,2.0,Graduate,No,Rural,Single,0.602,1
48,45924.0,178397.0,24,617.0,2.2,1,1.0,Not Graduate,No,Urban,Married,1.942,0
50,63579.0,121596.0,24,900.0,,1,4.0,Graduate,No,Semiurban,Married,0.956,1
49,81489.0,252266.0,84,797.0,3.4,0,0.0,Graduate,No,Rural,Married,0.442,1
26,69989.0,44334.0,180,506.0,7.9,2,,Graduate,No,Semiurban,Single,0.042,0
55,48984.0,328903.0,360,579.0,5.4,0,1.0,Graduate,Yes,Urban,Married,0.224,1
57,38530.0,135668.0,180,557.0,0.6,2,3.0,Graduate,No,Urban,Married,0.235,0
44,74098.0,48559.0,84,708.0,3.3,0,3.0,Graduate,No,Rural,Married,0.094,1
49,79875.0,302475.0,120,701.0,6.0,1,0.0,Not Graduate,No,Rural,Single,0.379,1
51,92745.0,112947.0,36,701.0,3.8,2,0.0,Graduate,No,Rural,Single,0.406,0
55,17881.0,169460.0,84,503.0,,1,1.0,Graduate,Yes,Semiurban,Married,1.354,0
53,27431.0,207415.0,240,593.0,4.9,1,1.0,Graduate,No,Semiurban,Single,0.378,1
41,80562.0,244734.0,12,637.0,17.3,0,,Not Graduate,No,Urban,Married,3.0,0
52,20866.0,173982.0,12,486.0,0.5,1,1.0,Not Graduate,No,Urban,Married,3.0,0
43,82248.0,98215.0,180,572.0,2.5,2,,Graduate,Yes,Urban,Married,0.08,0
53,50271.0,167519.0,84,772.0,2.6,2,1.0,Graduate,No,Urban,Single,0.476,0
23,43540.0,116455.0,84,510.0,4.3,1,1.0,Not Graduate,No,Rural,Single,0.382,0
38,59519.0,169921.0,12,781.0,0.8,1,3.0,Not Graduate,No,Rural,Married,2.855,0
45,25402.0,280252.0,360,748.0,1.0,2,0.0,Graduate,No,Semiurban,Married,0.368,0
51,73128.0,210474.0,12,624.0,1.7,1,0.0,Graduate,,Rural,Married,2.878,0
23,92172.0,166532.0,84,592.0,15.6,2,4.0,Graduate,No,Rural,Married,0.258,0
44,74153.0,209079.0,360,725.0,6.6,0,0.0,Graduate,Yes,Semiurban,Single,0.094,1
52,49577.0,214806.0,60,579.0,5.4,3,2.0,Not Graduate,No,Semiurban,Married,0.867,0
42,21163.0,63770.0,240,584.0,,0,1.0,Graduate,No,Urban,Married,0.151,1
43,22009.0,153338.0,120,648.0,0.7,0,1.0,Graduate,No,Semiurban,Single,0.697,0
22,25748.0,355002.0,36,458.0,9.8,1,0.0,Graduate,No,Urban,Married,3.0,0
47,54730.0,247026.0,60,520.0,4.5,0,0.0,Graduate,Yes,Semiurban,Single,0.903,0
22,57495.0,109725.0,24,622.0,2.0,2,1.0,Graduate,No,Rural,Single,0.954,0
46,74106.0,101743.0,12,693.0,8.5,2,0.0,Graduate,Yes,Urban,Single,1.373,0
37,15487.0,99078.0,240,578.0,8.1,0,1.0,Graduate,,Urban,Married,0.32,0
53,83847.0,219306.0,12,632.0,9.3,1,0.0,Graduate,No,Semiurban,Married,2.616,0
29,70277.0,278611.0,12,505.0,0.6,1,2.0,Graduate,No,Semiurban,Married,3.0,1
59,47810.0,196573.0,60,734.0,17.4,0,3.0,Not Graduate,No,Urban,Married,0.822,0
49,28825.0,162573.0,120,670.0,16.0,5,0.0,Not Graduate,,Urban,Single,0.564,0
46,82481.0,114468.0,360,678.0,2.2,1,0.0,Graduate,No,Rural,Married,0.046,1
55,48398.0,176350.0,12,694.0,0.3,0,3.0,Not Graduate,No,Urban,Single,3.0,0
45,54560.0,84390.0,180,657.0,0.9,3,2.0,Graduate,No,Rural,Married,0.103,1
44,63439.0,20000.0,84,606.0,24.7,0,0.0,Graduate,Yes,Semiurban,Single,0.045,1
33,34910.0,280946.0,240,752.0,4.1,0,1.0,Not Graduate,Yes,Semiurban,Married,0.402,0
27,48792.0,69535.0,180,664.0,2.2,0,0.0,Graduate,No,Urban,Married,0.095,1
56,74037.0,124013.0,60,635.0,1.7,2,0.0,Graduate,Yes,Rural,Married,0.335,0
40,71810.0,202509.0,60,649.0,1.5,0,4.0,Not Graduate,No,Rural,Single,0.564,0
21,72008.0,264757.0,120,647.0,5.5,1,2.0,Not Graduate,No,Urban,Married,0.368,0
28,29586.0,170570.0,120,634.0,2.7,1,2.0,Graduate,No,Urban,Married,0.577,0
36,49795.0,54503.0,360,690.0,16.8,0,0.0,Not Graduate,No,Urban,Married,0.036,1
34,46279.0,125892.0,84,566.0,5.8,0,,Graduate,No,Rural,Married,0.389,1
32,64354.0,95721.0,240,572.0,7.9,0,3.0,Graduate,Yes,Semiurban,Single,0.074,0
43,62384.0,146943.0,84,700.0,1.7,1,0.0,Graduate,No,Urban,Single,0.336,1
35,58419.0,248559.0,24,637.0,0.4,1,1.0,Graduate,No,Urban,Married,2.127,0
48,109246.0,20000.0,120,737.0,3.3,0,0.0,Graduate,No,Semiurban,Married,0.018,1
54,48602.0,117089.0,360,687.0,1.9,0,1.0,Graduate,No,Rural,Married,0.08,1
22,46028.0,111276.0,36,600.0,1.1,3,0.0,Graduate,No,Semiurban,Single,0.806,0
52,29552.0,49459.0,12,702.0,15.3,0,0.0,Graduate,No,Urban,Married,1.674,0
43,21167.0,196839.0,12,758.0,2.9,0,3.0,Graduate,No,Urban,Single,3.0,0
42,28153.0,36802.0,36,690.0,1.0,1,2.0,Graduate,No,Semiurban,Single,0.436,0
45,39189.0,46008.0,84,710.0,1.1,2,0.0,Not Graduate,No,Urban,Single,0.168,0
42,83822.0,218086.0,36,635.0,1.6,2,2.0,Graduate,No,Rural,Single,0.867,0
42,55862.0,270046.0,360,739.0,35.0,3,0.0,Graduate,No,Semiurban,Married,0.161,1
26,59253.0,143912.0,240,598.0,1.6,0,1.0,Graduate,No,Urban,Single,0.121,1
35,52882.0,52608.0,36,680.0,2.0,1,2.0,Not Graduate,,Semiurban,Single,0.332,0
57,63037.0,93556.0,360,881.0,5.4,1,0.0,Graduate,No,Semiurban,Married,0.049,1
53,85846.0,230640.0,120,698.0,1.7,3,1.0,Graduate,No,Semiurban,Single,0.269,1
28,15000.0,159315.0,180,612.0,1.2,0,2.0,Graduate,No,Rural,Single,0.708,0
25,81803.0,141917.0,60,612.0,0.9,3,4.0,Graduate,No,Semiurban,Single,0.347,0
59,15000.0,175044.0,60,644.0,1.9,2,1.0,Graduate,No,Rural,Married,2.334,0
24,55620.0,146987.0,24,727.0,0.6,2,0.0,Graduate,Yes,Semiurban,Married,1.321,0
26,103222.0,273657.0,84,663.0,0.1,0,0.0,Not Graduate,No,Urban,Married,0.379,1
52,69974.0,90069.0,240,592.0,8.2,1,1.0,Graduate,No,Urban,Single,0.064,0
50,63207.0,80883.0,180,591.0,0.7,3,0.0,Not Graduate,No,Rural,Single,0.085,0
55,99043.0,39324.0,180,664.0,7.5,0,1.0,Not Graduate,No,Rural,Single,0.026,0
36,39533.0,106801.0,120,654.0,8.0,0,2.0,Not Graduate,Yes,Semiurban,Married,0.27,1
33,64547.0,62642.0,36,691.0,3.9,1,0.0,Not Graduate,No,Semiurban,Single,0.323,1
50,67719.0,167446.0,84,733.0,1.9,2,0.0,Not Graduate,No,Urban,Married,0.353,1
39,43507.0,151676.0,12,895.0,0.8,0,1.0,Graduate,No,Semiurban,Married,3.0,0
37,45450.0,63674.0,180,518.0,6.7,2,0.0,Graduate,No,Rural,Single,0.093,1
39,43037.0,197131.0,360,712.0,4.6,3,4.0,Graduate,No,Rural,Married,0.153,0
48,56921.0,271345.0,12,659.0,5.3,0,1.0,Not Graduate,No,Urban,Married,3.0,0
46,67027.0,178627.0,24,484.0,,2,3.0,Graduate,No,Urban,Single,1.333,0
57,57711.0,20000.0,36,762.0,13.1,2,3.0,Graduate,No,Semiurban,Married,0.116,1
46,70608.0,308970.0,36,688.0,0.3,2,3.0,Graduate,,Semiurban,Single,1.459,0
43,15000.0,209754.0,240,722.0,2.3,0,0.0,Not Graduate,No,Urban,Married,0.699,0
29,50198.0,306513.0,180,497.0,2.6,1,4.0,Not Graduate,No,Semiurban,Married,0.407,0
32,32485.0,237258.0,120,630.0,0.0,0,0.0,Graduate,No,Urban,Married,0.73,1
21,61638.0,253241.0,60,553.0,3.4,4,0.0,Graduate,No,Rural,Single,0.822,1
21,61312.0,166421.0,360,845.0,7.0,0,,Graduate,No,Rural,Married,0.09,0
54,52456.0,129016.0,12,753.0,8.7,0,0.0,Graduate,No,Rural,Single,2.46,0
52,66226.0,179878.0,24,589.0,10.6,0,0.0,Graduate,No,Rural,Married,1.358,0
45,76952.0,93297.0,60,512.0,3.3,2,0.0,Graduate,No,Semiurban,Single,0.242,0
21,53669.0,184710.0,36,667.0,5.0,0,0.0,Not Graduate,No,Rural,Married,1.147,0
36,31863.0,20000.0,12,748.0,0.4,1,2.0,Graduate,No,Semiurban,Married,0.628,1
59,20212.0,153435.0,84,494.0,3.3,1,0.0,Graduate,,Rural,Married,1.084,0
25,55794.0,257574.0,180,566.0,0.8,1,1.0,Graduate,Yes,Urban,Married,0.308,0
42,60321.0,157545.0,24,550.0,2.3,1,4.0,Graduate,No,Rural,Married,1.306,0
49,33670.0,288199.0,84,728.0,2.0,0,1.0,Graduate,No,Urban,Married,1.223,0
23,70967.0,128900.0,120,617.0,2.8,1,2.0,Graduate,No,Urban,Single,0.182,1
32,44903.0,230212.0,180,620.0,4.2,0,4.0,Not Graduate,No,Semiurban,Married,0.342,0
46,18558.0,79738.0,12,666.0,11.7,0,0.0,Graduate,No,Semiurban,Married,3.0,0
36,82642.0,226957.0,180,571.0,2.5,3,1.0,Graduate,No,Urban,Single,0.183,1
57,80168.0,168608.0,60,520.0,19.9,1,3.0,Not Graduate,No,Semiurban,Married,0.421,1
42,15000.0,132420.0,240,773.0,7.1,0,4.0,Not Graduate,Yes,Rural,Married,0.441,0
49,42623.0,20000.0,60,782.0,3.6,0,2.0,Graduate,No,Urban,Married,0.094,1
34,41765.0,129650.0,120,666.0,5.2,1,0.0,Not Graduate,No,Semiurban,Married,0.31,1
48,91069.0,167076.0,360,673.0,0.5,0,3.0,Not Graduate,No,Urban,Married,0.061,0
25,52816.0,216297.0,84,763.0,9.3,0,0.0,Not Graduate,No,Semiurban,Married,0.585,1
50,22091.0,274876.0,60,664.0,4.4,0,1.0,Not Graduate,No,Semiurban,Single,2.489,0
25,74406.0,312803.0,240,612.0,21.4,1,1.0,Graduate,No,Urban,Married,0.21,1
32,27923.0,249701.0,360,654.0,5.1,1,1.0,Graduate,No,Rural,Married,0.298,0
36,49273.0,105033.0,60,775.0,9.0,0,2.0,Graduate,No,Semiurban,Married,0.426,1
46,38065.0,125616.0,36,655.0,8.0,2,3.0,Graduate,No,Rural,Married,1.1,0
46,42670.0,209113.0,240,590.0,2.1,1,2.0,Not Graduate,No,Semiurban,Married,0.245,0
41,75620.0,191569.0,84,663.0,1.5,0,0.0,Not Graduate,No,Rural,Single,0.362,0
59,88469.0,280268.0,24,709.0,2.8,0,1.0,Graduate,No,Urban,Single,1.584,0
56,26964.0,348351.0,360,698.0,3.1,0,2.0,Graduate,No,Urban,Single,0.431,0
53,68774.0,331374.0,36,700.0,1.4,2,,Graduate,Yes,Semiurban,Married,1.606,0
50,38879.0,269515.0,24,576.0,11.2,2,4.0,Graduate,No,Rural,Single,3.0,0
57,39563.0,192232.0,12,719.0,3.9,0,3.0,Graduate,No,Urban,Married,3.0,0
43,65794.0,257946.0,240,653.0,19.2,1,2.0,Graduate,No,Rural,Married,0.196,0
30,32386.0,282915.0,36,586.0,8.3,1,0.0,Graduate,,Urban,Married,2.912,0
25,65353.0,138216.0,180,719.0,4.1,1,2.0,Graduate,No,Urban,Single,0.141,1
56,71062.0,107387.0,12,609.0,14.7,1,3.0,Graduate,,Urban,Married,1.511,0
54,45484.0,88606.0,12,508.0,3.5,0,1.0,Not Graduate,No,Semiurban,Married,1.948,0
51,84196.0,79889.0,360,560.0,10.9,3,3.0,Graduate,No,Rural,Single,0.032,1
30,26998.0,39440.0,240,634.0,2.2,0,,Not Graduate,No,Urban,Married,0.073,1
39,84599.0,169992.0,36,702.0,2.4,2,1.0,Graduate,No,Semiurban,Single,0.67,1
52,15000.0,70020.0,120,572.0,2.7,3,2.0,Graduate,No,Urban,Married,0.467,0
21,114394.0,87318.0,36,628.0,4.0,0,2.0,Graduate,No,Semiurban,Married,0.254,1
25,46064.0,206100.0,60,541.0,4.0,3,3.0,Not Graduate,Yes,Urban,Married,0.895,0
24,29429.0,164529.0,12,738.0,3.4,0,0.0,Graduate,Yes,Semiurban,Married,3.0,0
36,49881.0,184370.0,84,805.0,1.8,1,0.0,Graduate,No,Semiurban,Married,0.528,1
44,31977.0,259212.0,12,795.0,13.1,1,2.0,Graduate,No,Semiurban,Single,3.0,0
36,63513.0,219162.0,12,737.0,4.4,1,0.0,Graduate,Yes,Urban,Single,3.0,0
22,85088.0,271511.0,180,728.0,2.6,1,1.0,Graduate,No,Urban,Single,0.213,1
48,33144.0,156398.0,120,464.0,5.3,1,0.0,Graduate,No,Semiurban,Married,0.472,0
52,67747.0,278943.0,24,666.0,7.3,0,0.0,Graduate,,Rural,Married,2.059,0
47,21280.0,178779.0,24,605.0,16.2,4,2.0,Graduate,No,Rural,Married,3.0,0
40,77725.0,163497.0,180,729.0,3.5,1,2.0,Graduate,No,Rural,Single,0.14,1
44,64157.0,266922.0,12,422.0,0.6,1,0.0,Graduate,No,Rural,Single,3.0,0
32,78676.0,80228.0,24,667.0,2.9,0,0.0,Not Graduate,No,Semiurban,Single,0.51,1
55,52308.0,311888.0,240,631.0,3.3,1,0.0,Graduate,No,Urban,Married,0.298,1
53,45427.0,127432.0,120,751.0,11.4,1,1.0,Not Graduate,No,Urban,Married,0.281,0
53,72955.0,52551.0,24,789.0,2.5,2,0.0,Graduate,Yes,Semiurban,Single,0.36,1
57,26223.0,202280.0,180,566.0,15.3,1,1.0,Not Graduate,No,Semiurban,Married,0.514,0
32,16658.0,119814.0,60,570.0,3.3,2,2.0,Graduate,Yes,Rural,Married,1.439,0
23,54891.0,312065.0,24,671.0,18.2,0,2.0,Graduate,No,Urban,Single,2.843,0
21,46429.0,115368.0,120,806.0,0.0,1,0.0,Not Graduate,No,Semiurban,Married,0.248,1
53,67184.0,175156.0,360,655.0,,3,2.0,Not Graduate,No,Semiurban,Married,0.087,0
30,79014.0,35953.0,360,535.0,13.4,2,3.0,Not Graduate,No,Semiurban,Married,0.015,0
49,66726.0,215033.0,240,595.0,16.2,1,0.0,Not Graduate,No,Urban,Married,0.161,1
33,77262.0,87809.0,36,668.0,0.1,0,0.0,Graduate,No,Rural,Married,0.379,0
32,62063.0,205466.0,36,672.0,0.9,1,1.0,Graduate,No,Urban,Married,1.104,0
51,65881.0,115732.0,24,587.0,5.3,0,0.0,Graduate,No,Rural,Single,0.878,1
22,52434.0,20000.0,84,594.0,0.1,1,2.0,Not Graduate,No,Rural,Married,0.054,0
55,65231.0,160495.0,60,562.0,0.3,0,3.0,Graduate,No,Urban,Married,0.492,0
43,58666.0,156914.0,180,753.0,1.2,1,1.0,Not Graduate,Yes,Urban,Married,0.178,1
37,62154.0,220486.0,60,575.0,3.6,3,2.0,Graduate,No,Rural,Married,0.709,1
46,51332.0,274480.0,360,608.0,3.9,0,2.0,Graduate,,Semiurban,Single,0.178,1
28,72796.0,302993.0,24,606.0,0.2,1,0.0,Graduate,No,Urban,Single,2.081,0
49,39370.0,219132.0,120,505.0,0.9,1,0.0,Graduate,Yes,Rural,Married,0.557,0
46,54596.0,172290.0,180,572.0,3.5,1,3.0,Graduate,No,Semiurban,Married,0.21,0
30,83859.0,35813.0,60,761.0,4.5,1,4.0,Graduate,No,Urban,Single,0.085,1
46,34128.0,166162.0,120,541.0,0.8,1,2.0,Not Graduate,No,Semiurban,Married,0.487,0
54,15000.0,167195.0,180,563.0,2.5,0,3.0,Not Graduate,No,Urban,Married,0.743,0
27,63062.0,134109.0,60,530.0,11.7,0,0.0,Graduate,No,Urban,Married,0.425,1
24,49347.0,200637.0,240,642.0,34.1,2,,Not Graduate,Yes,Semiurban,Married,0.203,1
31,77239.0,239752.0,360,820.0,21.8,0,1.0,Graduate,Yes,Semiurban,Married,0.103,1
49,52129.0,84528.0,12,638.0,10.7,1,0.0,Graduate,No,Semiurban,Married,1.622,0
56,41705.0,83281.0,180,656.0,2.5,0,3.0,Graduate,No,Rural,Married,0.133,1
45,53332.0,138857.0,360,578.0,5.8,0,4.0,Graduate,No,Rural,Single,0.087,0
41,79048.0,100782.0,84,644.0,2.7,0,3.0,Graduate,No,Urban,Married,0.182,1
56,67658.0,20000.0,24,761.0,5.2,0,1.0,Not Graduate,No,Urban,Married,0.148,1
30,15000.0,70273.0,120,663.0,1.9,0,0.0,Graduate,,Semiurban,Married,0.468,0
57,59087.0,51414.0,180,842.0,4.7,1,0.0,Graduate,Yes,Semiurban,Married,0.058,1
29,60187.0,246676.0,24,763.0,3.7,0,1.0,Graduate,Yes,Rural,Married,2.049,0
44,54599.0,286226.0,24,642.0,0.1,1,2.0,Graduate,No,Semiurban,Married,2.621,1
55,41560.0,62365.0,12,640.0,7.8,1,1.0,Graduate,No,Urban,Single,1.501,1
55,81280.0,193686.0,60,797.0,0.1,1,4.0,Graduate,No,Semiurban,Single,0.477,1
56,82369.0,219881.0,180,662.0,1.7,1,3.0,Graduate,No,Rural,Married,0.178,1
38,15000.0,30618.0,360,777.0,0.0,2,0.0,Not Graduate,No,Rural,Single,0.068,0
59,37445.0,162878.0,36,830.0,2.4,2,0.0,Graduate,No,Urban,Married,1.45,0
52,51816.0,352681.0,180,632.0,0.3,0,2.0,Graduate,No,Semiurban,Married,0.454,0
44,75867.0,204172.0,180,682.0,12.2,1,0.0,Graduate,No,Urban,Single,0.179,1
43,55767.0,130376.0,180,738.0,2.7,1,2.0,Graduate,No,Semiurban,Single,0.156,1
52,39961.0,105185.0,24,719.0,3.1,3,1.0,Not Graduate,,Urban,Married,1.316,0
57,70610.0,20000.0,120,718.0,2.2,0,0.0,Graduate,No,Rural,Married,0.028,0
32,50351.0,187638.0,24,530.0,4.9,1,1.0,Graduate,No,Semiurban,Married,1.863,0
33,52417.0,305825.0,120,574.0,7.7,2,1.0,Graduate,Yes,Rural,Married,0.583,0
43,54403.0,84916.0,36,605.0,5.2,1,3.0,Graduate,No,Rural,Single,0.52,1
45,67635.0,20000.0,24,759.0,6.9,1,0.0,Graduate,No,Urban,Married,0.148,1
55,48212.0,96862.0,120,539.0,11.8,1,3.0,Graduate,No,Semiurban,Married,0.201,0
50,70113.0,220528.0,24,787.0,10.0,1,2.0,Not Graduate,No,Rural,Married,1.573,0
37,53392.0,115720.0,84,720.0,5.6,1,2.0,Not Graduate,No,Semiurban,Married,0.31,1
40,31526.0,84363.0,24,754.0,1.2,1,0.0,Graduate,No,Semiurban,Single,1.338,1
45,54191.0,151532.0,36,566.0,5.1,1,2.0,Not Graduate,Yes,Semiurban,Single,0.932,0
42,32665.0,168376.0,36,657.0,3.5,1,1.0,Graduate,Yes,Semiurban,Married,1.718,0
33,55902.0,38929.0,120,677.0,6.3,1,1.0,Graduate,No,Semiurban,Married,0.07,1
39,73248.0,132617.0,120,673.0,8.9,1,2.0,Graduate,No,Semiurban,Married,0.181,0
56,31380.0,110219.0,36,677.0,6.8,0,1.0,Graduate,No,Urban,Married,1.171,0
32,63014.0,98728.0,36,625.0,9.4,1,3.0,Not Graduate,,Urban,Married,0.522,0
39,36761.0,68637.0,12,662.0,,0,0.0,Graduate,No,Urban,Married,1.867,0
32,59437.0,225301.0,180,743.0,0.2,3,3.0,Not Graduate,Yes,Urban,Married,0.253,0
29,73924.0,98449.0,240,545.0,1.5,0,0.0,Graduate,No,Semiurban,Married,0.067,1
27,15000.0,20000.0,24,789.0,11.5,1,3.0,Graduate,No,Urban,Single,0.667,0
48,30482.0,171144.0,60,738.0,8.7,1,4.0,Not Graduate,No,Urban,Married,1.123,0
34,46882.0,208016.0,180,563.0,5.7,3,0.0,Graduate,No,Rural,Single,0.296,1
51,61931.0,86319.0,240,685.0,6.0,1,1.0,Graduate,Yes,Rural,Married,0.07,0
39,51340.0,105227.0,12,731.0,6.5,2,2.0,Graduate,No,Rural,Single,2.05,0
36,53991.0,98076.0,60,539.0,,1,0.0,Graduate,Yes,Rural,Married,0.363,0
25,99946.0,122268.0,120,654.0,8.9,0,1.0,Not Graduate,No,Urban,Single,0.122,1
55,28326.0,238548.0,36,643.0,4.9,1,1.0,Graduate,No,Urban,Married,2.807,0
32,79981.0,140875.0,84,592.0,5.5,1,3.0,Graduate,,Urban,Single,0.252,1
45,47300.0,217167.0,360,658.0,1.2,1,3.0,Not Graduate,No,Rural,Single,0.153,0
41,67088.0,72493.0,36,596.0,5.4,3,2.0,Graduate,No,Rural,Married,0.36,1
56,101837.0,119305.0,84,774.0,2.8,1,2.0,Graduate,No,Urban,Married,0.167,1
43,70151.0,226321.0,240,594.0,0.8,1,2.0,Graduate,No,Urban,Single,0.161,0
36,63195.0,85552.0,120,721.0,,1,1.0,Graduate,Yes,Semiurban,Single,0.135,0
59,90181.0,230971.0,60,501.0,3.6,0,1.0,Graduate,No,Urban,Single,0.512,0
59,79746.0,99729.0,240,635.0,19.0,2,1.0,Graduate,No,Semiurban,Single,0.063,1
34,37413.0,124267.0,36,651.0,1.7,2,4.0,Not Graduate,Yes,Rural,Single,1.107,0
51,61480.0,283613.0,36,633.0,3.3,1,,Graduate,Yes,Semiurban,Married,1.538,0
25,17215.0,115134.0,60,614.0,3.0,0,1.0,Graduate,No,Rural,Married,1.338,0
55,43117.0,161628.0,360,590.0,0.6,0,,Graduate,No,Semiurban,Married,0.125,1
43,61909.0,199315.0,84,718.0,2.8,2,1.0,Graduate,No,Semiurban,Married,0.46,1
49,41754.0,168121.0,240,740.0,1.7,1,2.0,Not Graduate,No,Rural,Married,0.201,1
31,61014.0,170404.0,120,643.0,0.9,0,,Graduate,No,Semiurban,Married,0.279,1
38,54706.0,145477.0,36,551.0,1.7,2,0.0,Graduate,No,Semiurban,Married,0.886,0
32,66801.0,45821.0,240,811.0,1.3,3,2.0,Graduate,Yes,Semiurban,Married,0.034,0
29,45668.0,177863.0,360,571.0,6.6,1,2.0,Graduate,No,Rural,Married,0.13,1
30,34317.0,91403.0,240,519.0,0.2,2,1.0,Graduate,No,Urban,Married,0.133,0
37,87519.0,212061.0,60,469.0,4.8,1,1.0,Graduate,No,Urban,Married,0.485,0
58,44095.0,259765.0,120,659.0,7.1,0,2.0,Graduate,No,Semiurban,Married,0.589,0
27,69520.0,20000.0,12,630.0,3.3,1,2.0,Graduate,No,Rural,Single,0.288,1
33,86575.0,259905.0,60,743.0,13.4,0,3.0,Graduate,No,Rural,Married,0.6,1
29,58579.0,117115.0,240,705.0,6.2,3,1.0,Graduate,No,Urban,Single,0.1,1
47,36161.0,139524.0,12,676.0,6.9,1,4.0,Graduate,Yes,Urban,Married,3.0,0
22,51071.0,77009.0,36,626.0,1.1,1,2.0,Not Graduate,No,Rural,Married,0.503,0
25,77386.0,165077.0,12,750.0,7.5,1,2.0,Graduate,No,Urban,Married,2.133,0
49,59537.0,155345.0,360,818.0,8.9,1,2.0,Not Graduate,No,Urban,Married,0.087,0
57,28487.0,236154.0,24,741.0,2.2,0,0.0,Graduate,No,Urban,Married,3.0,0
58,68126.0,90689.0,360,608.0,1.2,0,0.0,Not Graduate,No,Urban,Married,0.044,0
39,71930.0,282864.0,60,720.0,2.4,3,2.0,Graduate,No,Semiurban,Single,0.786,1
28,47183.0,203177.0,24,614.0,6.7,2,1.0,Graduate,No,Semiurban,Single,2.153,0
21,68425.0,157278.0,60,551.0,2.7,1,2.0,Graduate,No,Semiurban,Single,0.46,0
42,60390.0,135537.0,120,569.0,6.7,0,1.0,Graduate,No,Rural,Single,0.224,1
37,50657.0,125474.0,180,618.0,0.6,2,0.0,Graduate,No,Urban,Married,0.165,0
27,26542.0,130692.0,36,659.0,8.2,1,0.0,Graduate,No,Urban,Married,1.641,0
45,78715.0,163472.0,36,835.0,1.5,0,2.0,Graduate,No,Rural,Married,0.692,1
24,71703.0,133280.0,240,571.0,1.4,1,0.0,Graduate,,Rural,Married,0.093,1
56,67845.0,98758.0,84,769.0,4.5,1,2.0,Graduate,Yes,Urban,Single,0.208,1
26,88980.0,163957.0,60,621.0,0.4,0,1.0,Graduate,No,Urban,Single,0.369,0
51,75794.0,83097.0,180,469.0,0.1,2,2.0,Graduate,No,Urban,Single,0.073,0
39,70104.0,175797.0,180,604.0,1.5,5,0.0,Graduate,,Semiurban,Single,0.167,0
59,15000.0,132155.0,360,756.0,3.9,2,0.0,Graduate,No,Urban,Married,0.294,1
47,81332.0,205738.0,360,681.0,11.9,0,2.0,Graduate,No,Semiurban,Married,0.084,1
30,56828.0,229126.0,84,686.0,9.4,1,1.0,Graduate,No,Urban,Married,0.576,1
46,61875.0,229094.0,240,770.0,3.4,1,0.0,Graduate,,Rural,Single,0.185,1
39,62025.0,175448.0,12,557.0,0.2,2,3.0,Not Graduate,No,Semiurban,Single,2.829,0
59,72024.0,184786.0,360,555.0,3.8,0,0.0,Graduate,,Semiurban,Married,0.086,1
23,79688.0,124180.0,240,446.0,6.1,1,1.0,Not Graduate,No,Urban,Married,0.078,0
33,68953.0,204211.0,120,729.0,,0,0.0,Graduate,No,Urban,Married,0.296,1
48,65456.0,213240.0,36,701.0,0.6,2,1.0,Not Graduate,No,Semiurban,Married,1.086,1
40,60093.0,24614.0,36,715.0,1.6,1,1.0,Not Graduate,No,Rural,Single,0.137,1
48,15000.0,180268.0,240,544.0,7.4,1,0.0,Graduate,No,Semiurban,Married,0.601,0
28,48673.0,259450.0,84,506.0,2.2,3,2.0,Graduate,No,Semiurban,Married,0.761,0
59,34285.0,121497.0,180,531.0,8.4,2,1.0,Graduate,No,Urban,Married,0.236,0
21,81636.0,104036.0,84,567.0,1.9,0,2.0,Graduate,Yes,Semiurban,Single,0.182,0
23,68619.0,116411.0,240,790.0,0.9,2,0.0,Not Graduate,No,Urban,Married,0.085,1
33,44921.0,29610.0,60,740.0,2.9,0,1.0,Not Graduate,No,Urban,Married,0.132,1
48,47130.0,160079.0,24,609.0,3.0,2,0.0,Not Graduate,,Rural,Married,1.698,0
45,46332.0,152397.0,36,677.0,0.1,0,2.0,Not Graduate,Yes,Rural,Married,1.096,0
53,45940.0,165762.0,240,589.0,0.6,1,2.0,Not Graduate,Yes,Semiurban,Married,0.18,0
58,23220.0,183278.0,180,683.0,1.0,0,3.0,Graduate,No,Rural,Single,0.526,0
26,18452.0,86161.0,24,548.0,0.6,0,1.0,Graduate,Yes,Rural,Single,2.335,0
52,55639.0,171856.0,120,718.0,2.1,1,2.0,Graduate,No,Urban,Married,0.309,1
41,78657.0,185456.0,360,574.0,16.7,2,2.0,Graduate,No,Rural,Married,0.079,1
36,43171.0,110929.0,60,723.0,3.6,1,0.0,Graduate,No,Semiurban,Single,0.514,1
41,61676.0,183609.0,360,612.0,4.9,0,0.0,Graduate,No,Rural,Single,0.099,1
31,71154.0,156457.0,24,579.0,2.2,2,1.0,Graduate,No,Semiurban,Married,1.099,0
